customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgChargePerMonth,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Segment,CustomerId,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
0280-XJGEX,1.0,0.0,0.0,0.0,49.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,103.7,5036.3,1.0,102.78163265306122,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,,,,,,,,,
5129-JLPIS,1.0,0.0,0.0,0.0,25.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,105.5,2686.05,0.0,107.442,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0,,,,,,,,,
3655-SNQYZ,0.0,0.0,1.0,1.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,113.25,7895.15,0.0,114.42246376811592,0,0,1,0,1,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
8191-XWSZG,0.0,0.0,0.0,0.0,52.0,1.0,,,,,,,0.0,20.65,1022.95,0.0,19.672115384615385,1,0,0,0,0,1,0,1,0,0,0,0,1,2.0,,,,,,,,,
9959-WOFKT,1.0,0.0,0.0,1.0,71.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,106.7,7382.25,0.0,103.97535211267606,0,0,1,0,1,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
4190-MFLUW,0.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55.2,528.35,1.0,52.835,1,0,0,1,0,0,1,0,0,0,1,0,0,2.0,,,,,,,,,
4183-MYFRB,0.0,0.0,0.0,0.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,90.05,1862.9,0.0,88.70952380952382,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
8779-QRDMV,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,39.65,39.65,1.0,39.65,0,1,0,1,0,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
1680-VDCWW,1.0,0.0,1.0,0.0,12.0,1.0,,,,,,,0.0,19.8,202.25,0.0,16.854166666666668,1,0,0,0,0,1,0,1,0,1,0,0,0,2.0,,,,,,,,,
1066-JKSGK,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0.0,20.15,20.15,1.0,20.15,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
3638-WEABW,0.0,0.0,1.0,0.0,58.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,59.9,3505.1,0.0,60.43275862068965,0,0,1,1,0,0,0,0,1,0,1,0,0,0.0,,,,,,,,,
6322-HRPFA,1.0,0.0,1.0,1.0,49.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,59.6,2970.3,0.0,60.61836734693878,1,0,0,1,0,0,1,0,0,0,1,0,0,0.0,,,,,,,,,
6865-JZNKO,0.0,0.0,0.0,0.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.3,1530.6,0.0,51.02,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0,,,,,,,,,
6467-CHFZW,1.0,0.0,1.0,1.0,47.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.35,4749.15,1.0,101.04574468085106,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0,,,,,,,,,
8665-UTDHZ,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.2,30.2,1.0,30.2,0,1,0,1,0,0,1,0,0,0,0,1,0,2.0,,,,,,,,,
5248-YGIJN,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.25,6369.45,0.0,88.46458333333334,0,0,1,1,0,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
8773-HHUOZ,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,64.7,1093.1,1.0,64.3,1,0,0,1,0,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
3841-NFECX,0.0,1.0,1.0,0.0,71.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,96.35,6766.95,0.0,95.30915492957746,0,0,1,0,1,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
4929-XIHVW,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,95.5,181.65,0.0,90.825,1,0,0,0,1,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
6827-IEAUQ,0.0,0.0,1.0,1.0,27.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,66.15,1874.45,0.0,69.42407407407407,1,0,0,1,0,0,0,1,0,0,0,0,1,0.0,,,,,,,,,
7310-EGVHZ,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0.0,20.2,20.2,0.0,20.2,1,0,0,0,0,1,1,0,0,1,0,0,0,2.0,,,,,,,,,
3413-BMNZE,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,45.25,0.0,45.25,1,0,0,1,0,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
6234-RAAPL,0.0,0.0,1.0,1.0,72.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,99.9,7251.7,0.0,100.71805555555557,0,0,1,0,1,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
6047-YHPVI,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.7,316.9,1.0,63.38,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
6572-ADKRS,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,74.8,3548.3,0.0,77.13695652173914,1,0,0,0,1,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
5380-WJKOV,1.0,0.0,0.0,0.0,34.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,106.35,3549.25,1.0,104.38970588235294,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0,,,,,,,,,
8168-UQWWF,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,97.85,1105.4,1.0,100.4909090909091,0,0,1,0,1,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
8865-TNMNX,1.0,0.0,1.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.55,475.7,0.0,47.57,1,0,0,1,0,0,0,1,0,0,0,0,1,3.0,,,,,,,,,
9489-DEDVP,0.0,0.0,1.0,1.0,70.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,69.2,4872.35,0.0,69.605,0,0,1,1,0,0,0,0,1,0,1,0,0,0.0,,,,,,,,,
9867-JCZSP,0.0,0.0,1.0,1.0,17.0,1.0,,,,,,,0.0,20.75,418.25,0.0,24.602941176470587,1,0,0,0,0,1,0,1,0,0,0,0,1,2.0,,,,,,,,,
4671-VJLCL,0.0,0.0,0.0,0.0,63.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,79.85,4861.45,0.0,77.16587301587302,0,0,1,1,0,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
4080-IIARD,0.0,0.0,1.0,0.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,76.2,981.45,0.0,75.49615384615385,0,0,1,1,0,0,1,0,0,0,0,1,0,0.0,,,,,,,,,
3714-NTNFO,0.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,84.5,3906.7,0.0,79.72857142857143,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
5948-UJZLF,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.25,97.0,0.0,48.5,1,0,0,1,0,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
7760-OYPDY,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,80.65,144.15,1.0,72.075,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
7639-LIAYI,1.0,0.0,0.0,0.0,52.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,79.75,4217.8,0.0,81.11153846153846,0,0,1,1,0,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
2954-PIBKO,0.0,0.0,1.0,1.0,69.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,64.15,4254.1,0.0,61.6536231884058,0,0,1,1,0,0,0,0,1,0,1,0,0,0.0,,,,,,,,,
8012-SOUDQ,0.0,1.0,0.0,0.0,43.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,90.25,3838.75,0.0,89.27325581395348,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
9420-LOJKX,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,99.1,1426.4,1.0,95.09333333333332,1,0,0,0,1,0,1,0,0,0,1,0,0,1.0,,,,,,,,,
6575-SUVOI,0.0,1.0,1.0,0.0,25.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,69.5,1752.65,0.0,70.10600000000001,0,0,1,1,0,0,1,0,0,0,1,0,0,0.0,,,,,,,,,
7495-OOKFY,0.0,1.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80.65,633.3,1.0,79.1625,0,0,1,0,1,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
4667-QONEA,0.0,1.0,1.0,1.0,60.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,74.85,4456.35,0.0,74.27250000000001,1,0,0,1,0,0,0,1,0,0,1,0,0,1.0,,,,,,,,,
1658-BYGOY,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,95.45,1752.55,1.0,97.36388888888888,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
8769-KKTPH,0.0,0.0,1.0,1.0,63.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99.65,6311.2,0.0,100.17777777777778,0,0,1,0,1,0,0,1,0,0,1,0,0,1.0,,,,,,,,,
5067-XJQFU,1.0,1.0,1.0,1.0,66.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,108.45,7076.35,0.0,107.21742424242424,0,0,1,0,1,0,0,1,0,0,0,1,0,1.0,,,,,,,,,
3957-SQXML,0.0,0.0,1.0,1.0,34.0,1.0,,,,,,,0.0,24.95,894.3,0.0,26.302941176470583,0,0,1,0,0,1,0,0,1,0,1,0,0,2.0,,,,,,,,,
5954-BDFSG,0.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,107.5,7853.7,0.0,109.07916666666668,0,0,1,0,1,0,0,0,1,0,1,0,0,1.0,,,,,,,,,
0434-CSFON,0.0,0.0,1.0,0.0,47.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,100.5,4707.1,0.0,100.15106382978723,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0,,,,,,,,,
1215-FIGMP,1.0,0.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,89.9,5450.7,0.0,90.845,0,0,1,0,1,0,1,0,0,1,0,0,0,1.0,,,,,,,,,
0526-SXDJP,1.0,0.0,1.0,0.0,72.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,42.1,2962.0,0.0,41.138888888888886,0,1,0,1,0,0,0,0,1,1,0,0,0,0.0,,,,,,,,,
0557-ASKVU,0.0,0.0,1.0,1.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,54.4,957.1,0.0,53.172222222222224,1,0,0,1,0,0,0,1,0,0,1,0,0,2.0,,,,,,,,,
5698-BQJOH,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,94.4,857.25,1.0,95.25,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
5122-CYFXA,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,75.3,244.1,0.0,81.36666666666666,1,0,0,1,0,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
8627-ZYGSZ,1.0,0.0,1.0,0.0,47.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,78.9,3650.35,0.0,77.66702127659575,0,0,1,0,1,0,0,1,0,0,0,1,0,3.0,,,,,,,,,
3410-YOQBQ,0.0,0.0,0.0,0.0,31.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,79.2,2497.2,0.0,80.55483870967741,1,0,0,1,0,0,0,0,1,0,0,0,1,1.0,,,,,,,,,
3170-NMYVV,0.0,0.0,1.0,1.0,50.0,1.0,,,,,,,0.0,20.15,930.9,0.0,18.618,1,0,0,0,0,1,0,0,1,1,0,0,0,2.0,,,,,,,,,
7410-OIEDU,1.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,79.85,887.35,0.0,88.735,1,0,0,0,1,0,1,0,0,0,0,0,1,0.0,,,,,,,,,
2273-QCKXA,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.05,49.05,0.0,49.05,1,0,0,1,0,0,1,0,0,0,0,0,1,3.0,,,,,,,,,
0731-EBJQB,0.0,0.0,1.0,1.0,52.0,1.0,,,,,,,1.0,20.4,1090.65,0.0,20.974038461538463,1,0,0,0,0,1,0,1,0,0,0,1,0,2.0,,,,,,,,,
1891-QRQSA,1.0,1.0,1.0,1.0,64.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,111.6,7099.0,0.0,110.921875,0,0,1,0,1,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
8028-PNXHQ,1.0,0.0,1.0,1.0,62.0,1.0,,,,,,,1.0,24.25,1424.6,0.0,22.97741935483871,0,0,1,0,0,1,0,0,1,1,0,0,0,2.0,,,,,,,,,
5630-AHZIL,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,64.5,177.4,0.0,59.13333333333333,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0,,,,,,,,,
2673-CXQEU,0.0,1.0,0.0,0.0,56.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,110.5,6139.5,0.0,109.63392857142856,0,0,1,0,1,0,0,1,0,0,0,1,0,1.0,,,,,,,,,
6416-JNVRK,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.65,2688.85,0.0,58.45326086956521,1,0,0,1,0,0,0,1,0,0,1,0,0,3.0,,,,,,,,,
5590-ZSKRV,0.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54.65,482.25,0.0,60.28125,1,0,0,1,0,0,1,0,0,0,0,0,1,0.0,,,,,,,,,
0191-ZHSKZ,1.0,1.0,0.0,0.0,30.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,74.75,2111.3,0.0,70.37666666666668,1,0,0,1,0,0,1,0,0,0,0,1,0,1.0,,,,,,,,,
3887-PBQAO,0.0,0.0,1.0,1.0,45.0,1.0,,,,,,,1.0,25.9,1216.6,0.0,27.03555555555556,0,0,1,0,0,1,0,1,0,0,1,0,0,2.0,,,,,,,,,
5919-TMRGD,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,79.35,79.35,1.0,79.35,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
8108-UXRQN,0.0,0.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,50.55,565.35,0.0,51.39545454545455,0,1,0,1,0,0,1,0,0,0,0,1,0,2.0,,,,,,,,,
9191-MYQKX,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,75.15,496.9,1.0,70.98571428571428,1,0,0,0,1,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
9919-YLNNG,0.0,0.0,0.0,0.0,42.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,103.8,4327.5,0.0,103.03571428571428,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0,,,,,,,,,
0318-ZOPWS,0.0,0.0,1.0,0.0,49.0,1.0,,,,,,,1.0,20.15,973.35,0.0,19.864285714285717,1,0,0,0,0,1,0,0,1,1,0,0,0,2.0,,,,,,,,,
4445-ZJNMU,1.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.3,918.75,0.0,102.08333333333331,0,0,1,0,1,0,1,0,0,0,1,0,0,3.0,,,,,,,,,
4808-YNLEU,0.0,0.0,1.0,0.0,35.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.15,2215.45,0.0,63.29857142857142,1,0,0,1,0,0,0,1,0,1,0,0,0,0.0,,,,,,,,,
1862-QRWPE,0.0,0.0,1.0,1.0,48.0,1.0,,,,,,,0.0,20.65,1057.0,0.0,22.02083333333333,1,0,0,0,0,1,0,0,1,1,0,0,0,2.0,,,,,,,,,
2796-NNUFI,0.0,0.0,1.0,1.0,46.0,1.0,,,,,,,1.0,19.95,927.1,0.0,20.15434782608696,1,0,0,0,0,1,0,0,1,0,0,0,1,2.0,,,,,,,,,
3016-KSVCP,1.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.75,1009.25,0.0,34.80172413793103,0,1,0,1,0,0,1,0,0,0,0,0,1,2.0,,,,,,,,,
4767-HZZHQ,1.0,0.0,1.0,1.0,30.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,82.05,2570.2,0.0,85.67333333333333,1,0,0,0,1,0,1,0,0,1,0,0,0,3.0,,,,,,,,,
2424-WVHPL,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.7,74.7,0.0,74.7,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
7233-PAHHL,1.0,0.0,1.0,1.0,66.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,84.0,5714.25,0.0,86.57954545454545,0,0,1,1,0,0,0,0,1,0,0,0,1,1.0,,,,,,,,,
6067-NGCEU,0.0,0.0,0.0,0.0,65.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,111.05,7107.0,0.0,109.33846153846154,0,0,1,0,1,0,1,0,0,0,1,0,0,1.0,,,,,,,,,
9848-JQJTX,1.0,0.0,0.0,0.0,72.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,100.9,7459.05,0.0,103.59791666666666,0,0,1,0,1,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
8637-XJIVR,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,78.95,927.35,1.0,77.27916666666667,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,,,,,,,,,
9803-FTJCG,1.0,0.0,1.0,1.0,71.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,66.85,4748.7,0.0,66.8830985915493,0,0,1,1,0,0,0,1,0,0,1,0,0,0.0,,,,,,,,,
0278-YXOOG,1.0,0.0,0.0,0.0,5.0,1.0,,,,,,,0.0,21.05,113.85,1.0,22.77,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
3212-KXOCR,1.0,0.0,0.0,0.0,52.0,1.0,,,,,,,0.0,21.0,1107.2,0.0,21.29230769230769,1,0,0,0,0,1,0,0,1,1,0,0,0,2.0,,,,,,,,,
4598-XLKNJ,0.0,1.0,1.0,0.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,98.5,2514.5,1.0,100.58,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0,,,,,,,,,
6380-ARCEH,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0.0,20.2,20.2,0.0,20.2,1,0,0,0,0,1,1,0,0,0,0,0,1,2.0,,,,,,,,,
3679-XASPY,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,0.0,19.45,19.45,0.0,19.45,1,0,0,0,0,1,1,0,0,0,0,1,0,2.0,,,,,,,,,
7123-WQUHX,1.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,95.0,3605.6,0.0,94.88421052631578,0,0,1,0,1,0,0,1,0,1,0,0,0,1.0,,,,,,,,,
5386-THSLQ,0.0,1.0,1.0,0.0,66.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,45.55,3027.25,0.0,45.86742424242424,0,1,0,1,0,0,0,1,0,1,0,0,0,2.0,,,,,,,,,
3192-NQECA,1.0,0.0,1.0,0.0,68.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,7611.85,1.0,111.93897058823528,0,0,1,0,1,0,0,0,1,1,0,0,0,1.0,,,,,,,,,
6180-YBIQI,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,100.2,0.0,20.04,0,1,0,1,0,0,1,0,0,0,0,0,1,2.0,,,,,,,,,
6728-DKUCO,0.0,0.0,1.0,1.0,72.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,104.15,7303.05,0.0,101.43125,0,0,1,0,1,0,0,1,0,0,0,1,0,1.0,,,,,,,,,
9750-BOOHV,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15,927.65,0.0,28.9890625,0,1,0,1,0,0,0,1,0,0,0,0,1,2.0,,,,,,,,,
8597-CWYHH,1.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,94.35,3921.3,0.0,91.19302325581396,0,0,1,0,1,0,0,1,0,0,0,0,1,3.0,,,,,,,,,
2848-YXSMW,1.0,0.0,1.0,1.0,72.0,1.0,,,,,,,0.0,19.4,1363.25,0.0,18.93402777777778,1,0,0,0,0,1,0,0,1,0,1,0,0,2.0,,,,,,,,,
0486-HECZI,1.0,0.0,1.0,0.0,55.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,96.75,5238.9,1.0,95.25272727272728,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,,,,,,,,,
4549-ZDQYY,0.0,0.0,0.0,0.0,52.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,57.95,3042.25,0.0,58.50480769230769,1,0,0,1,0,0,0,1,0,0,1,0,0,0.0,,,,,,,,,
5712-AHQNN,0.0,0.0,0.0,0.0,43.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,91.65,3954.1,0.0,91.95581395348836,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0,,,,,,,,,
4846-WHAFZ,0.0,1.0,1.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.5,2868.15,1.0,77.51756756756757,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,,,,,,,,,
